TREND,DATETIME_UTC,WOEID,LOCATION_NAME,TREND_POSITION
#TrumpShutdown,2018-01-20 20:45:14,560912,Galway,43
#TrumpShutdown,2018-01-20 20:45:18,1098081,Perth,22
#TrumpShutdown,2018-01-20 20:45:18,560743,Dublin,43
#TrumpShutdown,2018-01-20 20:45:22,1103816,Melbourne,3
#TrumpShutdown,2018-01-20 20:45:28,2358820,Baltimore,2
#TrumpShutdown,2018-01-20 20:45:28,2383660,Columbus,2
#TrumpShutdown,2018-01-20 20:45:30,2487610,Salt Lake City,4
#TrumpShutdown,2018-01-20 20:45:31,23424775,Canada,43
#TrumpShutdown,2018-01-20 20:45:31,2430683,Kansas City,2
#TrumpShutdown,2018-01-20 20:45:33,23424803,Ireland,43
#TrumpShutdown,2018-01-20 20:45:34,2348079,Auckland,10
#TrumpShutdown,2018-01-20 20:45:34,2449808,Mesa,2
#TrumpShutdown,2018-01-20 20:45:35,23424916,New Zealand,19
#TrumpShutdown,2018-01-20 20:45:35,2464592,Oklahoma City,5
#TrumpShutdown,2018-01-20 20:45:36,2391585,Detroit,2
#TrumpShutdown,2018-01-20 20:45:37,2442327,Louisville,2
#TrumpShutdown,2018-01-20 20:45:38,2475687,Portland,2
#TrumpShutdown,2018-01-20 20:50:06,2972,Winnipeg,45
#TrumpShutdown,2018-01-20 20:50:06,3369,Ottawa,41
#TrumpShutdown,2018-01-20 20:50:06,4118,Toronto,43
#TrumpShutdown,2018-01-20 20:50:07,3444,Quebec,44
#TrumpShutdown,2018-01-20 20:50:07,3534,Montreal,44
#TrumpShutdown,2018-01-20 20:50:07,8676,Edmonton,4
#TrumpShutdown,2018-01-20 20:50:07,8775,Calgary,43
#TrumpShutdown,2018-01-20 20:50:08,9807,Vancouver,3
#TrumpShutdown,2018-01-20 20:50:14,560912,Galway,43
#TrumpShutdown,2018-01-20 20:50:16,560472,Cork,43
#TrumpShutdown,2018-01-20 20:50:17,1099805,Adelaide,29
#TrumpShutdown,2018-01-20 20:50:17,560743,Dublin,43
#TrumpShutdown,2018-01-20 20:50:18,1100968,Canberra,23
#TrumpShutdown,2018-01-20 20:50:22,1098081,Perth,22
#TrumpShutdown,2018-01-20 20:50:22,1103816,Melbourne,3
#TrumpShutdown,2018-01-20 20:50:23,1101597,Darwin,22
#TrumpShutdown,2018-01-20 20:50:23,1105779,Sydney,24
#TrumpShutdown,2018-01-20 20:50:29,23424775,Canada,44
#TrumpShutdown,2018-01-20 20:50:29,2358820,Baltimore,2
#TrumpShutdown,2018-01-20 20:50:30,2383660,Columbus,2
#TrumpShutdown,2018-01-20 20:50:30,2430683,Kansas City,2
#TrumpShutdown,2018-01-20 20:50:32,23424803,Ireland,43
#TrumpShutdown,2018-01-20 20:50:32,2487610,Salt Lake City,4
#TrumpShutdown,2018-01-20 20:50:34,23424748,Australia,21
#TrumpShutdown,2018-01-20 20:50:36,2449808,Mesa,2
#TrumpShutdown,2018-01-20 20:50:37,23424916,New Zealand,19
#TrumpShutdown,2018-01-20 20:50:37,2348079,Auckland,10
#TrumpShutdown,2018-01-20 20:50:37,2464592,Oklahoma City,5
#TrumpShutdown,2018-01-20 20:50:38,2391585,Detroit,2
#TrumpShutdown,2018-01-20 20:50:39,2442327,Louisville,2
#TrumpShutdown,2018-01-20 20:50:41,2475687,Portland,2
#TrumpShutdown,2018-01-20 20:55:05,2972,Winnipeg,45
#TrumpShutdown,2018-01-20 20:55:05,3444,Quebec,44
#TrumpShutdown,2018-01-20 20:55:06,3369,Ottawa,42
#TrumpShutdown,2018-01-20 20:55:06,3534,Montreal,44
#TrumpShutdown,2018-01-20 20:55:06,4118,Toronto,43
#TrumpShutdown,2018-01-20 20:55:06,8676,Edmonton,4
#TrumpShutdown,2018-01-20 20:55:06,8775,Calgary,43
#TrumpShutdown,2018-01-20 20:55:07,9807,Vancouver,3
#TrumpShutdown,2018-01-20 20:55:13,560912,Galway,43
#TrumpShutdown,2018-01-20 20:55:14,560472,Cork,43
#TrumpShutdown,2018-01-20 20:55:16,1099805,Adelaide,28
#TrumpShutdown,2018-01-20 20:55:17,1100968,Canberra,23
#TrumpShutdown,2018-01-20 20:55:18,1098081,Perth,21
#TrumpShutdown,2018-01-20 20:55:19,560743,Dublin,43
#TrumpShutdown,2018-01-20 20:55:20,1101597,Darwin,21
#TrumpShutdown,2018-01-20 20:55:20,1105779,Sydney,24
#TrumpShutdown,2018-01-20 20:55:21,1103816,Melbourne,3
#TrumpShutdown,2018-01-20 20:55:26,2358820,Baltimore,2
#TrumpShutdown,2018-01-20 20:55:27,2383660,Columbus,2
#TrumpShutdown,2018-01-20 20:55:27,2430683,Kansas City,2
#TrumpShutdown,2018-01-20 20:55:29,23424803,Ireland,43
#TrumpShutdown,2018-01-20 20:55:29,2487610,Salt Lake City,4
#TrumpShutdown,2018-01-20 20:55:31,23424748,Australia,21
#TrumpShutdown,2018-01-20 20:55:33,2449808,Mesa,2
#TrumpShutdown,2018-01-20 20:55:34,23424775,Canada,44
#TrumpShutdown,2018-01-20 20:55:34,2348079,Auckland,10
#TrumpShutdown,2018-01-20 20:55:34,2464592,Oklahoma City,5
#TrumpShutdown,2018-01-20 20:55:35,23424916,New Zealand,19
#TrumpShutdown,2018-01-20 20:55:35,2391585,Detroit,2
#TrumpShutdown,2018-01-20 20:55:36,2442327,Louisville,2
#TrumpShutdown,2018-01-20 20:55:37,2475687,Portland,2
#TrumpShutdown,2018-01-20 21:00:04,2972,Winnipeg,45
#TrumpShutdown,2018-01-20 21:00:04,3369,Ottawa,42
#TrumpShutdown,2018-01-20 21:00:04,3444,Quebec,44
#TrumpShutdown,2018-01-20 21:00:04,3534,Montreal,44
#TrumpShutdown,2018-01-20 21:00:05,4118,Toronto,43
#TrumpShutdown,2018-01-20 21:00:05,8676,Edmonton,4
#TrumpShutdown,2018-01-20 21:00:05,8775,Calgary,43
#TrumpShutdown,2018-01-20 21:00:05,9807,Vancouver,3
#TrumpShutdown,2018-01-20 21:00:10,560912,Galway,44
#TrumpShutdown,2018-01-20 21:00:13,560472,Cork,43
#TrumpShutdown,2018-01-20 21:00:14,560743,Dublin,43
#TrumpShutdown,2018-01-20 21:00:15,1098081,Perth,22
#TrumpShutdown,2018-01-20 21:00:16,1099805,Adelaide,29
#TrumpShutdown,2018-01-20 21:00:16,1100968,Canberra,26
#TrumpShutdown,2018-01-20 21:00:16,1101597,Darwin,22
#TrumpShutdown,2018-01-20 21:00:17,1103816,Melbourne,4
#TrumpShutdown,2018-01-20 21:00:17,1105779,Sydney,25
#TrumpShutdown,2018-01-20 21:00:27,2358820,Baltimore,2
#TrumpShutdown,2018-01-20 21:00:28,2383660,Columbus,2
#TrumpShutdown,2018-01-20 21:00:29,23424775,Canada,44
#TrumpShutdown,2018-01-20 21:00:29,2430683,Kansas City,2
#TrumpShutdown,2018-01-20 21:00:30,2348079,Auckland,10
#TrumpShutdown,2018-01-20 21:00:30,2449808,Mesa,2
#TrumpShutdown,2018-01-20 21:00:31,23424803,Ireland,43
#TrumpShutdown,2018-01-20 21:00:31,2464592,Oklahoma City,5
#TrumpShutdown,2018-01-20 21:00:31,2487610,Salt Lake City,4
#TrumpShutdown,2018-01-20 21:00:32,2391585,Detroit,2
#TrumpShutdown,2018-01-20 21:00:32,2442327,Louisville,2
#TrumpShutdown,2018-01-20 21:00:33,23424748,Australia,22
#TrumpShutdown,2018-01-20 21:00:34,2475687,Portland,2
#TrumpShutdown,2018-01-20 21:00:36,23424916,New Zealand,19
#TrumpShutdown,2018-01-20 21:05:05,3369,Ottawa,41
#TrumpShutdown,2018-01-20 21:05:05,3444,Quebec,44
#TrumpShutdown,2018-01-20 21:05:05,3534,Montreal,44
#TrumpShutdown,2018-01-20 21:05:05,8775,Calgary,44
#TrumpShutdown,2018-01-20 21:05:06,2972,Winnipeg,46
#TrumpShutdown,2018-01-20 21:05:06,4118,Toronto,43
#TrumpShutdown,2018-01-20 21:05:06,8676,Edmonton,4
#TrumpShutdown,2018-01-20 21:05:06,9807,Vancouver,3
#TrumpShutdown,2018-01-20 21:05:13,560912,Galway,43
#TrumpShutdown,2018-01-20 21:05:15,560472,Cork,43
#TrumpShutdown,2018-01-20 21:05:16,560743,Dublin,43
#TrumpShutdown,2018-01-20 21:05:17,1100968,Canberra,25
#TrumpShutdown,2018-01-20 21:05:18,1098081,Perth,22
#TrumpShutdown,2018-01-20 21:05:18,1099805,Adelaide,29
#TrumpShutdown,2018-01-20 21:05:19,1101597,Darwin,22
#TrumpShutdown,2018-01-20 21:05:19,1105779,Sydney,25
#TrumpShutdown,2018-01-20 21:05:21,1103816,Melbourne,4
#TrumpShutdown,2018-01-20 21:05:27,2358820,Baltimore,2
#TrumpShutdown,2018-01-20 21:05:27,2383660,Columbus,2
#TrumpShutdown,2018-01-20 21:05:29,23424775,Canada,44
#TrumpShutdown,2018-01-20 21:05:29,2487610,Salt Lake City,4
#TrumpShutdown,2018-01-20 21:05:30,2430683,Kansas City,2
#TrumpShutdown,2018-01-20 21:05:31,23424748,Australia,22
#TrumpShutdown,2018-01-20 21:05:33,23424803,Ireland,43
#TrumpShutdown,2018-01-20 21:05:33,2348079,Auckland,10
#TrumpShutdown,2018-01-20 21:05:33,2449808,Mesa,2
#TrumpShutdown,2018-01-20 21:05:34,23424916,New Zealand,18
#TrumpShutdown,2018-01-20 21:05:34,2391585,Detroit,2
#TrumpShutdown,2018-01-20 21:05:35,2442327,Louisville,2
#TrumpShutdown,2018-01-20 21:05:35,2464592,Oklahoma City,5
#TrumpShutdown,2018-01-20 21:05:37,2475687,Portland,2
#TrumpShutdown,2018-01-20 21:10:06,2972,Winnipeg,47
#TrumpShutdown,2018-01-20 21:10:06,3369,Ottawa,43
#TrumpShutdown,2018-01-20 21:10:06,3444,Quebec,44
#TrumpShutdown,2018-01-20 21:10:06,3534,Montreal,44
#TrumpShutdown,2018-01-20 21:10:06,4118,Toronto,43
#TrumpShutdown,2018-01-20 21:10:06,8775,Calgary,44
#TrumpShutdown,2018-01-20 21:10:07,8676,Edmonton,4
#TrumpShutdown,2018-01-20 21:10:07,9807,Vancouver,3
#TrumpShutdown,2018-01-20 21:10:13,560912,Galway,43
#TrumpShutdown,2018-01-20 21:10:14,560472,Cork,44
#TrumpShutdown,2018-01-20 21:10:18,1099805,Adelaide,29
#TrumpShutdown,2018-01-20 21:10:18,560743,Dublin,43
#TrumpShutdown,2018-01-20 21:10:19,1098081,Perth,23
#TrumpShutdown,2018-01-20 21:10:19,1100968,Canberra,25
#TrumpShutdown,2018-01-20 21:10:19,1101597,Darwin,23
#TrumpShutdown,2018-01-20 21:10:20,1105779,Sydney,25
#TrumpShutdown,2018-01-20 21:10:21,1103816,Melbourne,4
#TrumpShutdown,2018-01-20 21:10:29,2358820,Baltimore,2
#TrumpShutdown,2018-01-20 21:10:30,2383660,Columbus,2
#TrumpShutdown,2018-01-20 21:10:31,23424775,Canada,44
#TrumpShutdown,2018-01-20 21:10:31,2430683,Kansas City,2
#TrumpShutdown,2018-01-20 21:10:33,23424803,Ireland,43
#TrumpShutdown,2018-01-20 21:10:33,2487610,Salt Lake City,4
#TrumpShutdown,2018-01-20 21:10:35,23424748,Australia,22
#TrumpShutdown,2018-01-20 21:10:35,2449808,Mesa,2
#TrumpShutdown,2018-01-20 21:10:36,2348079,Auckland,10
#TrumpShutdown,2018-01-20 21:10:36,2464592,Oklahoma City,5
#TrumpShutdown,2018-01-20 21:10:37,2391585,Detroit,2
#TrumpShutdown,2018-01-20 21:10:38,23424916,New Zealand,18
#TrumpShutdown,2018-01-20 21:10:38,2442327,Louisville,2
#TrumpShutdown,2018-01-20 21:10:40,2475687,Portland,2
#TrumpShutdown,2018-01-20 21:15:05,2972,Winnipeg,46
#TrumpShutdown,2018-01-20 21:15:06,3369,Ottawa,43
#TrumpShutdown,2018-01-20 21:15:06,3444,Quebec,44
#TrumpShutdown,2018-01-20 21:15:06,3534,Montreal,44
#TrumpShutdown,2018-01-20 21:15:06,4118,Toronto,43
#TrumpShutdown,2018-01-20 21:15:07,8676,Edmonton,4
#TrumpShutdown,2018-01-20 21:15:07,8775,Calgary,44
#TrumpShutdown,2018-01-20 21:15:08,9807,Vancouver,3
#TrumpShutdown,2018-01-20 21:15:13,560912,Galway,43
#TrumpShutdown,2018-01-20 21:15:14,560472,Cork,44
#TrumpShutdown,2018-01-20 21:15:17,1099805,Adelaide,29
#TrumpShutdown,2018-01-20 21:15:18,560743,Dublin,43
#TrumpShutdown,2018-01-20 21:15:19,1100968,Canberra,25
#TrumpShutdown,2018-01-20 21:15:19,1103816,Melbourne,4
#TrumpShutdown,2018-01-20 21:15:20,1098081,Perth,22
#TrumpShutdown,2018-01-20 21:15:20,1101597,Darwin,22
#TrumpShutdown,2018-01-20 21:15:21,1105779,Sydney,25
#TrumpShutdown,2018-01-20 21:15:29,2358820,Baltimore,2
#TrumpShutdown,2018-01-20 21:15:29,2383660,Columbus,2
#TrumpShutdown,2018-01-20 21:15:29,2430683,Kansas City,2
#TrumpShutdown,2018-01-20 21:15:30,23424775,Canada,44
#TrumpShutdown,2018-01-20 21:15:30,23424803,Ireland,43
#TrumpShutdown,2018-01-20 21:15:31,2487610,Salt Lake City,4
#TrumpShutdown,2018-01-20 21:15:32,2449808,Mesa,2
#TrumpShutdown,2018-01-20 21:15:33,23424748,Australia,22
#TrumpShutdown,2018-01-20 21:15:33,2464592,Oklahoma City,5
#TrumpShutdown,2018-01-20 21:15:35,23424916,New Zealand,18
#TrumpShutdown,2018-01-20 21:15:36,2348079,Auckland,10
#TrumpShutdown,2018-01-20 21:15:38,2391585,Detroit,2
#TrumpShutdown,2018-01-20 21:15:38,2442327,Louisville,2
#TrumpShutdown,2018-01-20 21:15:40,2475687,Portland,2
#TrumpShutdown,2018-01-20 21:20:05,2972,Winnipeg,46
#TrumpShutdown,2018-01-20 21:20:05,3369,Ottawa,43
#TrumpShutdown,2018-01-20 21:20:05,3444,Quebec,44
#TrumpShutdown,2018-01-20 21:20:05,3534,Montreal,44
#TrumpShutdown,2018-01-20 21:20:06,4118,Toronto,44
#TrumpShutdown,2018-01-20 21:20:06,8676,Edmonton,4
#TrumpShutdown,2018-01-20 21:20:06,8775,Calgary,44
#TrumpShutdown,2018-01-20 21:20:06,9807,Vancouver,3
#TrumpShutdown,2018-01-20 21:20:12,560912,Galway,43
#TrumpShutdown,2018-01-20 21:20:15,560472,Cork,44
#TrumpShutdown,2018-01-20 21:20:16,560743,Dublin,43
#TrumpShutdown,2018-01-20 21:20:17,1098081,Perth,22
#TrumpShutdown,2018-01-20 21:20:17,1099805,Adelaide,30
#TrumpShutdown,2018-01-20 21:20:17,1100968,Canberra,25
#TrumpShutdown,2018-01-20 21:20:18,1101597,Darwin,22
#TrumpShutdown,2018-01-20 21:20:19,1105779,Sydney,25
#TrumpShutdown,2018-01-20 21:20:20,1103816,Melbourne,5
#TrumpShutdown,2018-01-20 21:20:27,2430683,Kansas City,2
#TrumpShutdown,2018-01-20 21:20:28,2358820,Baltimore,2
#TrumpShutdown,2018-01-20 21:20:28,2383660,Columbus,2
#TrumpShutdown,2018-01-20 21:20:29,23424775,Canada,44
#TrumpShutdown,2018-01-20 21:20:30,23424803,Ireland,43
#TrumpShutdown,2018-01-20 21:20:30,2487610,Salt Lake City,4
#TrumpShutdown,2018-01-20 21:20:32,2449808,Mesa,2
#TrumpShutdown,2018-01-20 21:20:33,2348079,Auckland,10
#TrumpShutdown,2018-01-20 21:20:33,2464592,Oklahoma City,5
#TrumpShutdown,2018-01-20 21:20:34,23424748,Australia,23
#TrumpShutdown,2018-01-20 21:20:34,2391585,Detroit,2
#TrumpShutdown,2018-01-20 21:20:35,2442327,Louisville,2
#TrumpShutdown,2018-01-20 21:20:37,23424916,New Zealand,18
#TrumpShutdown,2018-01-20 21:20:37,2475687,Portland,2
#TrumpShutdown,2018-01-20 21:25:04,2972,Winnipeg,47
#TrumpShutdown,2018-01-20 21:25:04,3369,Ottawa,44
#TrumpShutdown,2018-01-20 21:25:04,3444,Quebec,44
#TrumpShutdown,2018-01-20 21:25:04,8775,Calgary,44
#TrumpShutdown,2018-01-20 21:25:05,3534,Montreal,44
#TrumpShutdown,2018-01-20 21:25:05,4118,Toronto,44
#TrumpShutdown,2018-01-20 21:25:05,8676,Edmonton,4
#TrumpShutdown,2018-01-20 21:25:05,9807,Vancouver,3
#TrumpShutdown,2018-01-20 21:25:11,560912,Galway,42
#TrumpShutdown,2018-01-20 21:25:13,560472,Cork,43
#TrumpShutdown,2018-01-20 21:25:14,560743,Dublin,43
#TrumpShutdown,2018-01-20 21:25:18,1098081,Perth,23
#TrumpShutdown,2018-01-20 21:25:18,1100968,Canberra,25
#TrumpShutdown,2018-01-20 21:25:19,1101597,Darwin,23
#TrumpShutdown,2018-01-20 21:25:19,1103816,Melbourne,5
#TrumpShutdown,2018-01-20 21:25:24,23424775,Canada,44
#TrumpShutdown,2018-01-20 21:25:26,2358820,Baltimore,2
#TrumpShutdown,2018-01-20 21:25:27,2383660,Columbus,2
#TrumpShutdown,2018-01-20 21:25:28,2430683,Kansas City,2
#TrumpShutdown,2018-01-20 21:25:29,2487610,Salt Lake City,4
#TrumpShutdown,2018-01-20 21:25:31,23424748,Australia,22
#TrumpShutdown,2018-01-20 21:25:31,23424803,Ireland,43
#TrumpShutdown,2018-01-20 21:25:33,2449808,Mesa,2
#TrumpShutdown,2018-01-20 21:25:34,23424916,New Zealand,18
#TrumpShutdown,2018-01-20 21:25:34,2348079,Auckland,10
#TrumpShutdown,2018-01-20 21:25:34,2464592,Oklahoma City,5
#TrumpShutdown,2018-01-20 21:25:36,2391585,Detroit,2
#TrumpShutdown,2018-01-20 21:25:37,2442327,Louisville,2
#TrumpShutdown,2018-01-20 21:25:38,2475687,Portland,2
#TrumpShutdown,2018-01-20 21:30:05,3444,Quebec,44
#TrumpShutdown,2018-01-20 21:30:06,2972,Winnipeg,48
#TrumpShutdown,2018-01-20 21:30:06,3369,Ottawa,44
#TrumpShutdown,2018-01-20 21:30:06,3534,Montreal,44
#TrumpShutdown,2018-01-20 21:30:06,4118,Toronto,44
#TrumpShutdown,2018-01-20 21:30:06,8676,Edmonton,4
#TrumpShutdown,2018-01-20 21:30:07,8775,Calgary,44
#TrumpShutdown,2018-01-20 21:30:07,9807,Vancouver,3
#TrumpShutdown,2018-01-20 21:30:13,560472,Cork,43
#TrumpShutdown,2018-01-20 21:30:13,560912,Galway,42
#TrumpShutdown,2018-01-20 21:30:17,1100968,Canberra,24
#TrumpShutdown,2018-01-20 21:30:17,560743,Dublin,42
#TrumpShutdown,2018-01-20 21:30:22,1103816,Melbourne,22
#TrumpShutdown,2018-01-20 21:30:28,2358820,Baltimore,2
#TrumpShutdown,2018-01-20 21:30:29,2383660,Columbus,2
#TrumpShutdown,2018-01-20 21:30:29,2430683,Kansas City,2
#TrumpShutdown,2018-01-20 21:30:30,23424775,Canada,44
#TrumpShutdown,2018-01-20 21:30:31,23424803,Ireland,42
#TrumpShutdown,2018-01-20 21:30:31,2487610,Salt Lake City,4
#TrumpShutdown,2018-01-20 21:30:32,2348079,Auckland,10
#TrumpShutdown,2018-01-20 21:30:33,2449808,Mesa,2
#TrumpShutdown,2018-01-20 21:30:34,2391585,Detroit,2
#TrumpShutdown,2018-01-20 21:30:34,2442327,Louisville,2
#TrumpShutdown,2018-01-20 21:30:34,2464592,Oklahoma City,5
#TrumpShutdown,2018-01-20 21:30:36,2475687,Portland,2
#TrumpShutdown,2018-01-20 21:30:37,23424916,New Zealand,18
#TrumpShutdown,2018-01-20 21:35:06,2972,Winnipeg,47
#TrumpShutdown,2018-01-20 21:35:06,3369,Ottawa,42
#TrumpShutdown,2018-01-20 21:35:06,3444,Quebec,44
#TrumpShutdown,2018-01-20 21:35:06,8775,Calgary,39
#TrumpShutdown,2018-01-20 21:35:07,3534,Montreal,44
#TrumpShutdown,2018-01-20 21:35:07,4118,Toronto,43
#TrumpShutdown,2018-01-20 21:35:07,8676,Edmonton,4
#TrumpShutdown,2018-01-20 21:35:07,9807,Vancouver,3
#TrumpShutdown,2018-01-20 21:35:14,560912,Galway,42
#TrumpShutdown,2018-01-20 21:35:15,560472,Cork,43
#TrumpShutdown,2018-01-20 21:35:16,560743,Dublin,42
#TrumpShutdown,2018-01-20 21:35:29,23424775,Canada,44
#TrumpShutdown,2018-01-20 21:35:32,2358820,Baltimore,2
#TrumpShutdown,2018-01-20 21:35:32,2430683,Kansas City,2
#TrumpShutdown,2018-01-20 21:35:33,23424803,Ireland,42
#TrumpShutdown,2018-01-20 21:35:33,2383660,Columbus,2
#TrumpShutdown,2018-01-20 21:35:35,2348079,Auckland,10
#TrumpShutdown,2018-01-20 21:35:35,2449808,Mesa,2
#TrumpShutdown,2018-01-20 21:35:36,2464592,Oklahoma City,5
#TrumpShutdown,2018-01-20 21:35:36,2487610,Salt Lake City,4
#TrumpShutdown,2018-01-20 21:35:37,2391585,Detroit,2
#TrumpShutdown,2018-01-20 21:35:38,2442327,Louisville,2
#TrumpShutdown,2018-01-20 21:35:41,2475687,Portland,2
#TrumpShutdown,2018-01-20 21:35:42,23424916,New Zealand,18
#TrumpShutdown,2018-01-20 21:40:05,2972,Winnipeg,47
#TrumpShutdown,2018-01-20 21:40:05,3369,Ottawa,41
#TrumpShutdown,2018-01-20 21:40:05,3444,Quebec,44
#TrumpShutdown,2018-01-20 21:40:05,3534,Montreal,43
#TrumpShutdown,2018-01-20 21:40:05,8775,Calgary,41
#TrumpShutdown,2018-01-20 21:40:05,9807,Vancouver,3
#TrumpShutdown,2018-01-20 21:40:06,4118,Toronto,43
#TrumpShutdown,2018-01-20 21:40:06,8676,Edmonton,4
#TrumpShutdown,2018-01-20 21:40:13,560912,Galway,43
#TrumpShutdown,2018-01-20 21:40:14,560472,Cork,45
#TrumpShutdown,2018-01-20 21:40:16,560743,Dublin,43
#TrumpShutdown,2018-01-20 21:40:27,23424775,Canada,43
#TrumpShutdown,2018-01-20 21:40:28,2358820,Baltimore,2
#TrumpShutdown,2018-01-20 21:40:29,2383660,Columbus,2
#TrumpShutdown,2018-01-20 21:40:30,2430683,Kansas City,2
#TrumpShutdown,2018-01-20 21:40:31,2487610,Salt Lake City,4
#TrumpShutdown,2018-01-20 21:40:32,23424803,Ireland,42
#TrumpShutdown,2018-01-20 21:40:32,2348079,Auckland,10
#TrumpShutdown,2018-01-20 21:40:33,2391585,Detroit,2
#TrumpShutdown,2018-01-20 21:40:34,2442327,Louisville,2
#TrumpShutdown,2018-01-20 21:40:35,2449808,Mesa,2
#TrumpShutdown,2018-01-20 21:40:36,23424916,New Zealand,18
#TrumpShutdown,2018-01-20 21:40:36,2464592,Oklahoma City,5
#TrumpShutdown,2018-01-20 21:40:36,2475687,Portland,2
#TrumpShutdown,2018-01-20 21:45:06,3369,Ottawa,43
#TrumpShutdown,2018-01-20 21:45:06,3444,Quebec,45
#TrumpShutdown,2018-01-20 21:45:06,3534,Montreal,43
#TrumpShutdown,2018-01-20 21:45:07,2972,Winnipeg,47
#TrumpShutdown,2018-01-20 21:45:07,4118,Toronto,44
#TrumpShutdown,2018-01-20 21:45:07,8676,Edmonton,4
#TrumpShutdown,2018-01-20 21:45:07,8775,Calgary,43
#TrumpShutdown,2018-01-20 21:45:07,9807,Vancouver,3
#TrumpShutdown,2018-01-20 21:45:13,560912,Galway,43
#TrumpShutdown,2018-01-20 21:45:14,560472,Cork,45
#TrumpShutdown,2018-01-20 21:45:17,560743,Dublin,43
#TrumpShutdown,2018-01-20 21:45:29,2358820,Baltimore,2
#TrumpShutdown,2018-01-20 21:45:29,2383660,Columbus,2
#TrumpShutdown,2018-01-20 21:45:30,23424775,Canada,43
#TrumpShutdown,2018-01-20 21:45:30,2430683,Kansas City,2
#TrumpShutdown,2018-01-20 21:45:33,23424803,Ireland,43
#TrumpShutdown,2018-01-20 21:45:33,2449808,Mesa,2
#TrumpShutdown,2018-01-20 21:45:33,2487610,Salt Lake City,5
#TrumpShutdown,2018-01-20 21:45:34,2348079,Auckland,10
#TrumpShutdown,2018-01-20 21:45:34,2464592,Oklahoma City,5
#TrumpShutdown,2018-01-20 21:45:36,2391585,Detroit,2
#TrumpShutdown,2018-01-20 21:45:36,2442327,Louisville,2
#TrumpShutdown,2018-01-20 21:45:38,23424916,New Zealand,18
#TrumpShutdown,2018-01-20 21:45:38,2475687,Portland,2
#TrumpShutdown,2018-01-20 21:50:05,3444,Quebec,45
#TrumpShutdown,2018-01-20 21:50:06,2972,Winnipeg,48
#TrumpShutdown,2018-01-20 21:50:06,3369,Ottawa,43
#TrumpShutdown,2018-01-20 21:50:06,3534,Montreal,45
#TrumpShutdown,2018-01-20 21:50:06,4118,Toronto,45
#TrumpShutdown,2018-01-20 21:50:06,8676,Edmonton,4
#TrumpShutdown,2018-01-20 21:50:06,8775,Calgary,46
#TrumpShutdown,2018-01-20 21:50:06,9807,Vancouver,3
#TrumpShutdown,2018-01-20 21:50:14,560472,Cork,45
#TrumpShutdown,2018-01-20 21:50:15,560912,Galway,43
#TrumpShutdown,2018-01-20 21:50:17,560743,Dublin,43
#TrumpShutdown,2018-01-20 21:50:28,2358820,Baltimore,2
#TrumpShutdown,2018-01-20 21:50:29,2383660,Columbus,2
#TrumpShutdown,2018-01-20 21:50:30,2430683,Kansas City,2
#TrumpShutdown,2018-01-20 21:50:32,23424775,Canada,45
#TrumpShutdown,2018-01-20 21:50:32,23424803,Ireland,43
#TrumpShutdown,2018-01-20 21:50:32,2348079,Auckland,10
#TrumpShutdown,2018-01-20 21:50:32,2487610,Salt Lake City,5
#TrumpShutdown,2018-01-20 21:50:33,2391585,Detroit,2
#TrumpShutdown,2018-01-20 21:50:35,2442327,Louisville,2
#TrumpShutdown,2018-01-20 21:50:36,2449808,Mesa,2
#TrumpShutdown,2018-01-20 21:50:37,23424916,New Zealand,18
#TrumpShutdown,2018-01-20 21:50:37,2475687,Portland,2
#TrumpShutdown,2018-01-20 21:50:38,2464592,Oklahoma City,5
#TrumpShutdown,2018-01-20 21:55:04,3369,Ottawa,45
#TrumpShutdown,2018-01-20 21:55:04,3444,Quebec,46
#TrumpShutdown,2018-01-20 21:55:05,2972,Winnipeg,49
#TrumpShutdown,2018-01-20 21:55:05,8775,Calgary,46
#TrumpShutdown,2018-01-20 21:55:06,3534,Montreal,46
#TrumpShutdown,2018-01-20 21:55:06,4118,Toronto,47
#TrumpShutdown,2018-01-20 21:55:06,8676,Edmonton,4
#TrumpShutdown,2018-01-20 21:55:06,9807,Vancouver,3
#TrumpShutdown,2018-01-20 21:55:14,560472,Cork,45
#TrumpShutdown,2018-01-20 21:55:14,560912,Galway,43
#TrumpShutdown,2018-01-20 21:55:16,560743,Dublin,43
#TrumpShutdown,2018-01-20 21:55:27,23424775,Canada,46
#TrumpShutdown,2018-01-20 21:55:29,2358820,Baltimore,2
#TrumpShutdown,2018-01-20 21:55:29,2430683,Kansas City,3
#TrumpShutdown,2018-01-20 21:55:30,2383660,Columbus,2
#TrumpShutdown,2018-01-20 21:55:31,23424803,Ireland,43
#TrumpShutdown,2018-01-20 21:55:32,2487610,Salt Lake City,5
#TrumpShutdown,2018-01-20 21:55:34,2348079,Auckland,9
#TrumpShutdown,2018-01-20 21:55:36,23424916,New Zealand,18
#TrumpShutdown,2018-01-20 21:55:36,2391585,Detroit,2
#TrumpShutdown,2018-01-20 21:55:36,2449808,Mesa,2
#TrumpShutdown,2018-01-20 21:55:37,2442327,Louisville,2
#TrumpShutdown,2018-01-20 21:55:37,2464592,Oklahoma City,5
#TrumpShutdown,2018-01-20 21:55:39,2475687,Portland,2
#TrumpShutdown,2018-01-20 22:00:06,2972,Winnipeg,49
